dataset,sample_id,response,is_success,total_distance,run_time,routes,timestamp
A-n37-k5,0,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Weighted combination of distance and demand utilization
    return 0.7 * ctx.distance + 0.3 * (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand)
```",True,966.083545288971,6.245936155319214,"[[0, 7, 33, 5, 13, 22, 16, 21, 9, 24, 3, 0], [0, 15, 34, 36, 32, 28, 31, 26, 30, 18, 25, 23, 14, 0], [0, 17, 11, 20, 19, 2, 12, 1, 0], [0, 29, 35, 8, 27, 10, 6, 0], [0, 4, 0]]",2025-04-17 23:30:54
A-n37-k5,1,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Balance distance and remaining capacity utilization
    return 0.6 * ctx.distance + 0.4 * (ctx.vehicle_capacity - ctx.vehicle_load)
```",True,904.9246680954999,5.6304051876068115,"[[0, 21, 16, 7, 4, 33, 5, 13, 14, 15, 0], [0, 34, 36, 32, 28, 31, 26, 30, 35, 9, 3, 0], [0, 1, 12, 10, 2, 19, 20, 23, 17, 0], [0, 22, 6, 24, 11, 27, 8, 25, 18, 0], [0, 29, 0]]",2025-04-17 23:30:59
A-n37-k5,2,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Prioritize closer nodes with higher demand utilization
    return 0.5 * ctx.distance + 0.5 * (ctx.vehicle_capacity / (ctx.vehicle_load + ctx.demand + 1e-6))
```",True,1085.897249239563,6.2557806968688965,"[[0, 7, 33, 5, 13, 22, 16, 21, 9, 24, 3, 0], [0, 1, 12, 10, 20, 11, 23, 14, 17, 28, 36, 34, 15, 0], [0, 30, 26, 18, 31, 32, 29, 4, 6, 0], [0, 19, 27, 8, 25, 35, 0], [0, 2, 0]]",2025-04-17 23:31:05
A-n37-k5,3,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting based on current vehicle load
    distance_weight = 0.8 if ctx.vehicle_load < ctx.vehicle_capacity * 0.7 else 0.3
    capacity_weight = 1 - distance_weight
    return distance_weight * ctx.distance + capacity_weight * (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand)
```",True,956.2736232294938,6.4700562953948975,"[[0, 21, 16, 22, 13, 12, 14, 0], [0, 15, 34, 36, 32, 28, 31, 26, 30, 18, 25, 9, 24, 3, 0], [0, 1, 17, 23, 20, 19, 2, 6, 10, 0], [0, 7, 4, 33, 5, 11, 8, 35, 29, 0], [0, 27, 0]]",2025-04-17 23:31:12
A-n37-k5,4,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Prioritize nodes that maximize both distance efficiency and capacity utilization
    distance_score = ctx.distance / (ctx.demand + 1e-6)
    capacity_score = (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand) / ctx.vehicle_capacity
    return 0.4 * distance_score + 0.6 * capacity_score
```",True,902.9079525690902,6.681582927703857,"[[0, 21, 16, 22, 13, 12, 14, 0], [0, 15, 36, 32, 30, 18, 35, 25, 0], [0, 1, 10, 2, 19, 23, 27, 8, 0], [0, 34, 29, 28, 26, 24, 9, 11, 20, 17, 6, 5, 33, 4, 7, 0], [0, 31, 3, 0]]",2025-04-17 23:31:19
A-n37-k5,5,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting based on remaining capacity
    load_ratio = ctx.vehicle_load / ctx.vehicle_capacity
    distance_weight = 0.9 - 0.6 * load_ratio  # Decrease distance importance as vehicle fills
    capacity_score = (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand) / ctx.vehicle_capacity
    return distance_weight * ctx.distance + (1 - distance_weight) * capacity_score
```",True,919.188102482078,5.623961925506592,"[[0, 15, 9, 14, 10, 5, 33, 13, 22, 16, 21, 0], [0, 3, 30, 35, 26, 31, 28, 32, 36, 34, 0], [0, 1, 12, 2, 19, 20, 24, 23, 17, 0], [0, 7, 4, 29, 18, 25, 8, 27, 11, 0], [0, 6, 0]]",2025-04-17 23:31:24
A-n37-k5,6,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting that considers both distance and demand efficiency
    demand_efficiency = ctx.distance / (ctx.demand + 1e-6)
    capacity_utilization = (ctx.vehicle_capacity - ctx.vehicle_load) / ctx.vehicle_capacity
    return 0.5 * demand_efficiency + 0.5 * capacity_utilization
```",True,933.7460273596141,5.946953296661377,"[[0, 21, 16, 22, 13, 12, 14, 0], [0, 15, 34, 36, 32, 31, 35, 30, 0], [0, 1, 10, 2, 19, 23, 27, 8, 0], [0, 7, 6, 5, 33, 4, 29, 25, 24, 9, 11, 20, 17, 3, 0], [0, 26, 18, 28, 0]]",2025-04-17 23:31:30
A-n37-k5,7,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Balance between distance, demand efficiency and remaining capacity
    distance_score = ctx.distance / (ctx.demand + 1e-6)
    capacity_score = (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand) / ctx.vehicle_capacity
    return 0.3 * ctx.distance + 0.4 * distance_score + 0.3 * capacity_score
```",True,951.9466887485545,5.652951002120972,"[[0, 15, 9, 14, 10, 5, 33, 13, 22, 16, 21, 0], [0, 24, 30, 35, 26, 31, 28, 32, 36, 34, 0], [0, 1, 12, 2, 19, 20, 23, 17, 3, 0], [0, 7, 4, 29, 18, 25, 8, 27, 11, 0], [0, 6, 0]]",2025-04-17 23:31:36
A-n37-k5,8,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Prioritize nodes that balance distance and capacity utilization
    distance_score = ctx.distance / (ctx.demand + 1)
    capacity_score = (ctx.vehicle_capacity - ctx.vehicle_load) / ctx.vehicle_capacity
    return 0.6 * distance_score + 0.4 * capacity_score
```",True,924.9421826537439,6.677332162857056,"[[0, 21, 16, 22, 13, 12, 14, 0], [0, 15, 34, 36, 32, 31, 35, 30, 0], [0, 1, 10, 2, 19, 23, 27, 8, 0], [0, 29, 28, 26, 18, 25, 24, 9, 20, 17, 6, 5, 33, 4, 7, 0], [0, 3, 11, 0]]",2025-04-17 23:31:43
A-n37-k5,9,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting based on both distance efficiency and remaining capacity
    distance_efficiency = ctx.distance / (ctx.demand + 1)
    capacity_utilization = (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand) / ctx.vehicle_capacity
    load_ratio = ctx.vehicle_load / ctx.vehicle_capacity
    
    # Adjust weights based on current load
    distance_weight = 0.7 - 0.4 * load_ratio
    capacity_weight = 0.3 + 0.4 * load_ratio
    
    return distance_weight * distance_efficiency + capacity_weight * capacity_utilization
```",True,924.9421826537439,6.689800977706909,"[[0, 21, 16, 22, 13, 12, 14, 0], [0, 15, 34, 36, 32, 31, 35, 30, 0], [0, 1, 10, 2, 19, 23, 27, 8, 0], [0, 29, 28, 26, 18, 25, 24, 9, 20, 17, 6, 5, 33, 4, 7, 0], [0, 3, 11, 0]]",2025-04-17 23:31:49
A-n45-k6,0,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Enhanced heuristic considering both distance and demand utilization
    distance_weight = 0.7
    utilization_weight = 0.3
    utilization = ctx.demand / ctx.vehicle_capacity
    return distance_weight * ctx.distance - utilization_weight * utilization
```",False,N/A,5.462398052215576,[],2025-04-17 23:33:15
A-n45-k6,1,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Balanced heuristic considering distance and remaining capacity
    return ctx.distance * (1.0 - ctx.vehicle_load/ctx.vehicle_capacity)
```",False,N/A,5.855359792709351,[],2025-04-17 23:33:21
A-n45-k6,2,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Combined heuristic with distance, demand and capacity utilization
    return ctx.distance * (1.0 + ctx.demand/ctx.vehicle_capacity) * (1.0 - ctx.vehicle_load/ctx.vehicle_capacity)
```",False,N/A,5.45513916015625,[],2025-04-17 23:33:26
A-n45-k6,3,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weight heuristic that adapts based on remaining capacity
    capacity_ratio = ctx.vehicle_load / ctx.vehicle_capacity
    # Prioritize distance more when vehicle is empty, balance when nearly full
    distance_weight = 0.8 - 0.4 * capacity_ratio
    demand_weight = 0.2 + 0.4 * capacity_ratio
    return distance_weight * ctx.distance + demand_weight * ctx.demand
```",True,1349.2225186848934,5.8552868366241455,"[[0, 26, 29, 27, 19, 11, 41, 32, 7, 28, 9, 23, 0], [0, 14, 35, 1, 44, 6, 34, 42, 2, 0], [0, 38, 25, 12, 39, 36, 4, 22, 0], [0, 15, 16, 10, 8, 33, 21, 3, 0], [0, 31, 24, 37, 30, 40, 5, 0], [0, 43, 18, 17, 20, 13, 0]]",2025-04-17 23:33:32
A-n45-k6,4,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic heuristic combining distance and capacity utilization with adaptive weights
    capacity_ratio = ctx.vehicle_load / ctx.vehicle_capacity
    distance_weight = 0.6 * (1.0 - capacity_ratio)
    utilization_weight = 0.4 * (1.0 + capacity_ratio)
    return distance_weight * ctx.distance + utilization_weight * (ctx.demand / ctx.vehicle_capacity)
```",False,N/A,5.194482326507568,[],2025-04-17 23:33:38
A-n45-k6,5,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Distance-normalized heuristic considering both proximity and capacity utilization
    normalized_distance = ctx.distance / np.max(ctx.locations)
    capacity_utilization = (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity
    return normalized_distance * (1.0 + capacity_utilization**2)
```",False,N/A,5.216860055923462,[],2025-04-17 23:33:43
A-n45-k6,6,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Enhanced heuristic combining distance, demand and remaining capacity
    return ctx.distance * (1.0 + ctx.demand/ctx.vehicle_capacity) / (1.0 + ctx.vehicle_load/ctx.vehicle_capacity)
```",False,N/A,5.4052510261535645,[],2025-04-17 23:33:48
A-n45-k6,7,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Geometric mean of distance and capacity utilization factors
    return (ctx.distance * (1.0 + ctx.demand/ctx.vehicle_capacity)) ** 0.5
```",False,N/A,5.442969083786011,[],2025-04-17 23:33:54
A-n45-k6,8,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Balanced heuristic considering distance, demand and remaining capacity
    capacity_ratio = (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity
    return ctx.distance * (1.0 + ctx.demand/ctx.vehicle_capacity) * (1.0 - capacity_ratio)
```",True,1143.7799356469347,5.608644962310791,"[[0, 28, 7, 32, 13, 20, 10, 9, 23, 0], [0, 6, 44, 1, 35, 31, 14, 0], [0, 38, 2, 25, 12, 42, 16, 22, 15, 0], [0, 27, 19, 17, 18, 43, 29, 26, 0], [0, 24, 37, 34, 30, 40, 3, 0], [0, 11, 5, 21, 33, 41, 8, 4, 36, 39, 0]]",2025-04-17 23:33:59
A-n45-k6,9,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Enhanced heuristic combining distance, demand and capacity utilization
    capacity_ratio = (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity
    return ctx.distance * (1.0 + ctx.demand/ctx.vehicle_capacity) * (1.0 - capacity_ratio**2)
```",True,1101.2177985529984,5.414273023605347,"[[0, 28, 7, 32, 13, 20, 10, 9, 23, 0], [0, 6, 44, 1, 35, 31, 14, 0], [0, 38, 2, 25, 12, 42, 16, 22, 15, 0], [0, 27, 19, 17, 18, 43, 29, 26, 0], [0, 24, 37, 34, 30, 40, 11, 5, 0], [0, 39, 36, 4, 41, 33, 21, 8, 3, 0]]",2025-04-17 23:34:05
A-n48-k7,0,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Adjusted weights for better balance between distance and capacity utilization
    return 0.7 * ctx.distance + 0.3 * (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand)
```",True,1364.0789453941975,5.663911819458008,"[[0, 18, 44, 35, 32, 22, 5, 31, 43, 23, 0], [0, 16, 21, 10, 47, 17, 14, 0], [0, 29, 34, 7, 36, 6, 1, 12, 0], [0, 42, 4, 13, 46, 30, 33, 2, 41, 0], [0, 40, 45, 27, 15, 8, 39, 3, 0], [0, 28, 9, 24, 11, 26, 20, 37, 38, 0], [0, 19, 25, 0]]",2025-04-17 23:35:34
A-n48-k7,1,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Balanced heuristic considering both distance and capacity utilization
    return 0.6 * ctx.distance + 0.4 * (ctx.vehicle_capacity / (ctx.vehicle_load + ctx.demand + 1e-6))
```",True,1447.7086304084512,5.397080183029175,"[[0, 18, 44, 35, 32, 22, 5, 31, 43, 23, 0], [0, 14, 17, 16, 47, 10, 29, 34, 7, 0], [0, 12, 1, 6, 38, 19, 3, 42, 0], [0, 41, 2, 33, 21, 30, 13, 4, 24, 0], [0, 40, 45, 9, 37, 25, 36, 0], [0, 28, 15, 26, 39, 8, 27, 0], [0, 46, 11, 20, 0]]",2025-04-17 23:35:40
A-n48-k7,2,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting based on remaining capacity
    capacity_ratio = (ctx.vehicle_capacity - ctx.vehicle_load) / ctx.vehicle_capacity
    distance_weight = 0.5 + 0.3 * capacity_ratio  # More weight to distance when capacity is tight
    capacity_weight = 1 - distance_weight
    return distance_weight * ctx.distance + capacity_weight * (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand)
```",True,1364.0789453941975,5.605418920516968,"[[0, 18, 44, 35, 32, 22, 5, 31, 43, 23, 0], [0, 16, 21, 10, 47, 17, 14, 0], [0, 29, 34, 7, 36, 6, 1, 12, 0], [0, 42, 4, 13, 46, 30, 33, 2, 41, 0], [0, 40, 45, 27, 15, 8, 39, 3, 0], [0, 28, 9, 24, 11, 26, 20, 37, 38, 0], [0, 19, 25, 0]]",2025-04-17 23:35:45
A-n48-k7,3,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Prioritize distance but strongly penalize routes nearing capacity
    capacity_penalty = max(0, ctx.vehicle_load + ctx.demand - 0.9 * ctx.vehicle_capacity)
    return ctx.distance + 100 * capacity_penalty
```",True,1646.8353317139126,6.290632247924805,"[[0, 14, 17, 29, 34, 7, 32, 22, 31, 23, 35, 44, 18, 0], [0, 43, 5, 1, 6, 38, 3, 42, 0], [0, 28, 21, 10, 16, 47, 41, 0], [0, 40, 45, 24, 27, 36, 12, 0], [0, 2, 33, 30, 13, 4, 11, 26, 9, 0], [0, 8, 39, 37, 19, 25, 0], [0, 20, 15, 46, 0]]",2025-04-17 23:35:52
A-n48-k7,4,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Weighted combination of distance and inverse of remaining capacity
    return 0.8 * ctx.distance + 0.2 * (ctx.vehicle_capacity / (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand + 1e-6))
```",True,1701.2324949793021,6.734198093414307,"[[0, 14, 17, 29, 34, 7, 3, 38, 22, 32, 31, 35, 44, 18, 0], [0, 42, 6, 1, 5, 43, 23, 0], [0, 9, 24, 4, 21, 28, 16, 47, 41, 0], [0, 12, 36, 40, 45, 27, 13, 0], [0, 26, 46, 30, 33, 10, 2, 0], [0, 25, 19, 37, 20, 39, 11, 0], [0, 15, 8, 0]]",2025-04-17 23:35:58
A-n48-k7,5,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting with exponential decay for capacity utilization
    remaining_capacity = ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand
    capacity_factor = np.exp(-0.1 * (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity)
    return 0.75 * ctx.distance + 0.25 * (1 / (remaining_capacity + 1e-6)) * capacity_factor
```",True,1340.574160393411,5.616659164428711,"[[0, 14, 17, 7, 36, 32, 35, 44, 18, 0], [0, 23, 43, 31, 5, 1, 6, 22, 0], [0, 41, 16, 47, 2, 10, 29, 34, 0], [0, 40, 37, 3, 25, 19, 38, 12, 0], [0, 45, 27, 15, 8, 39, 26, 42, 0], [0, 28, 21, 30, 46, 13, 11, 4, 24, 9, 0], [0, 33, 20, 0]]",2025-04-17 23:36:04
A-n48-k7,6,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Prioritize distance with adaptive capacity consideration
    capacity_utilization = (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity
    distance_weight = 0.8 - 0.3 * capacity_utilization  # Adjust weights dynamically
    capacity_weight = 1 - distance_weight
    return distance_weight * ctx.distance + capacity_weight * (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand)
```",True,1364.0789453941975,5.627243995666504,"[[0, 16, 21, 10, 47, 17, 14, 0], [0, 18, 44, 35, 32, 22, 5, 31, 43, 23, 0], [0, 29, 34, 7, 36, 6, 1, 12, 0], [0, 42, 4, 13, 46, 30, 33, 2, 41, 0], [0, 40, 45, 27, 15, 8, 39, 3, 0], [0, 28, 9, 24, 11, 26, 20, 37, 38, 0], [0, 19, 25, 0]]",2025-04-17 23:36:10
A-n48-k7,7,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Balanced heuristic with dynamic weights based on remaining capacity
    remaining_capacity = ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand
    distance_weight = 0.6 + 0.2 * (remaining_capacity / ctx.vehicle_capacity)
    capacity_weight = 1 - distance_weight
    return distance_weight * ctx.distance + capacity_weight * (1 / (remaining_capacity + 1e-6))
```",True,1390.3814442499831,5.588218927383423,"[[0, 14, 17, 18, 44, 35, 32, 43, 31, 23, 0], [0, 12, 5, 1, 6, 22, 7, 34, 0], [0, 41, 2, 10, 29, 42, 16, 47, 0], [0, 40, 36, 37, 19, 25, 38, 0], [0, 45, 27, 15, 8, 39, 26, 3, 0], [0, 28, 21, 30, 46, 13, 11, 4, 24, 9, 0], [0, 33, 20, 0]]",2025-04-17 23:36:15
A-n48-k7,8,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Distance-first with capacity threshold consideration
    capacity_ratio = (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity
    if capacity_ratio > 0.8:  # Penalize if nearing capacity
        return float('inf')
    return ctx.distance * (1 + 0.5 * capacity_ratio)  # Gradually increase distance cost with capacity usage
```",True,1727.5831793054956,5.838748216629028,"[[0, 1, 16, 47, 41, 17, 14, 0], [0, 2, 29, 34, 3, 7, 36, 32, 31, 35, 44, 18, 0], [0, 23, 43, 12, 5, 22, 42, 4, 9, 0], [0, 40, 45, 27, 8, 15, 11, 13, 0], [0, 6, 38, 19, 25, 20, 24, 21, 0], [0, 28, 10, 33, 30, 26, 37, 0], [0, 39, 46, 0]]",2025-04-17 23:36:21
A-n48-k7,9,"```python
@funsearch.evolve
def construction_heuristic(ctx: ConstructionContext) -> float:
    # Dynamic weighting with exponential penalty for high capacity utilization
    capacity_utilization = (ctx.vehicle_load + ctx.demand) / ctx.vehicle_capacity
    distance_weight = 0.7 * (1 - capacity_utilization**2)
    capacity_weight = 1 - distance_weight
    return distance_weight * ctx.distance + capacity_weight * (1 / (ctx.vehicle_capacity - ctx.vehicle_load - ctx.demand + 1e-6))
```",True,1485.0101925988745,5.601999759674072,"[[0, 14, 17, 47, 10, 16, 44, 0], [0, 41, 18, 35, 23, 43, 5, 31, 0], [0, 29, 7, 36, 32, 6, 1, 12, 0], [0, 40, 45, 34, 9, 24, 42, 4, 13, 46, 30, 0], [0, 22, 38, 25, 19, 37, 3, 8, 21, 0], [0, 2, 33, 28, 27, 15, 39, 0], [0, 26, 20, 11, 0]]",2025-04-17 23:36:27
